Orders Over Time Chart
# of Orders vs. Time for 50 shifts
Time
# of Orders
# of Orders
########################
0:1:0,1
0:2:0,1
0:3:0,2
0:4:0,2
0:5:0,2
0:6:0,2
0:7:0,1
0:8:0,3
0:9:0,4
0:10:0,5
0:11:0,6
0:12:0,1
0:13:0,1
0:14:0,5
0:15:0,1
0:16:0,4
0:17:0,2
0:18:0,2
0:19:0,3
0:20:0,1
0:21:0,6
0:22:0,2
0:23:0,3
0:24:0,4
0:25:0,4
0:26:0,1
0:27:0,2
0:28:0,3
0:29:0,3
0:30:0,4
0:31:0,3
0:32:0,1
0:33:0,2
0:34:0,3
0:35:0,6
0:36:0,3
0:37:0,1
0:38:0,2
0:39:0,6
0:40:0,1
0:41:0,4
0:42:0,4
0:43:0,2
0:44:0,3
0:45:0,4
0:46:0,4
0:47:0,1
0:48:0,1
0:49:0,2
0:50:0,2
0:51:0,1
0:52:0,6
0:53:0,5
0:54:0,2
0:55:0,3
0:56:0,1
0:57:0,4
0:58:0,2
0:59:0,3
1:0:0,3
1:1:0,2
1:2:0,1
1:3:0,2
1:4:0,1
1:5:0,3
1:6:0,4
1:7:0,3
1:8:0,4
1:9:0,1
1:10:0,4
1:11:0,3
1:12:0,5
1:13:0,4
1:14:0,2
1:15:0,4
1:16:0,1
1:17:0,3
1:18:0,1
1:19:0,4
1:20:0,4
1:21:0,5
1:22:0,2
1:23:0,2
1:24:0,2
1:25:0,2
1:26:0,3
1:27:0,2
1:28:0,2
1:29:0,1
1:30:0,5
1:31:0,3
1:32:0,5
1:33:0,5
1:34:0,4
1:35:0,4
1:36:0,2
1:37:0,2
1:38:0,8
1:39:0,2
1:40:0,4
1:41:0,5
1:42:0,3
1:43:0,3
1:44:0,4
1:45:0,6
1:46:0,4
1:47:0,5
1:48:0,3
1:49:0,5
1:50:0,1
1:51:0,1
1:52:0,1
1:53:0,8
1:54:0,1
1:55:0,7
1:56:0,2
1:57:0,2
1:58:0,3
1:59:0,6
2:0:0,1
2:1:0,1
2:2:0,2
2:3:0,2
2:4:0,3
2:5:0,6
2:6:0,5
2:7:0,2
2:8:0,7
2:9:0,11
2:10:0,4
2:11:0,7
2:12:0,3
2:13:0,5
2:14:0,5
2:15:0,5
2:16:0,5
2:17:0,1
2:18:0,3
2:19:0,7
2:20:0,4
2:21:0,7
2:22:0,3
2:23:0,7
2:24:0,7
2:25:0,9
2:26:0,8
2:27:0,9
2:28:0,4
2:29:0,2
2:30:0,4
2:31:0,16
2:32:0,3
2:33:0,5
2:34:0,5
2:35:0,10
2:36:0,6
2:37:0,2
2:38:0,3
2:39:0,8
2:40:0,7
2:41:0,2
2:42:0,7
2:43:0,6
2:44:0,5
2:45:0,6
2:46:0,3
2:47:0,5
2:48:0,5
2:49:0,7
2:50:0,1
2:51:0,4
2:52:0,10
2:53:0,7
2:54:0,6
2:55:0,10
2:56:0,8
2:57:0,6
2:58:0,6
2:59:0,3
3:0:0,5
3:1:0,1
3:2:0,1
3:3:0,2
3:4:0,2
3:5:0,1
3:6:0,2
3:7:0,2
3:8:0,4
3:9:0,3
3:10:0,3
3:11:0,2
3:12:0,1
3:13:0,3
3:14:0,1
3:15:0,1
3:16:0,4
3:17:0,1
3:18:0,3
3:19:0,1
3:20:0,1
3:21:0,1
3:22:0,2
3:23:0,2
3:24:0,1
3:25:0,4
3:26:0,2
3:27:0,1
3:28:0,3
3:29:0,1
3:30:0,6
3:31:0,1
3:32:0,3
3:33:0,3
3:34:0,1
3:35:0,2
3:36:0,4
3:37:0,1
3:38:0,2
3:39:0,1
3:40:0,4
3:41:0,2
3:42:0,1
3:43:0,1
3:44:0,3
3:45:0,3
3:46:0,2
3:47:0,1
3:48:0,3
3:49:0,2
3:50:0,3
3:51:0,1
3:52:0,1
3:53:0,1
3:54:0,3
3:55:0,1
3:56:0,3
3:57:0,2
3:58:0,2
3:59:0,1
4:0:0,1
4:1:0,3
4:2:0,1
4:3:0,2
